,C6orf223,KRT7,cg18949415,cg22193385
205,3.819898051,64.92659021,0.2775333,0.05616068
206,16.5804338,0.729604934,0.1908907,0.0305391
207,8.00812306,0.468374137,0.2584028,0.191205
208,19.29285589,1.162879257,0.1517921,0.03025902
209,2.82576429,0.535843266,0.06272446,0.04994704
210,9.486449603,0.348741547,0.2933962,0.07205846
211,15.10183392,2.050499947,0.1478935,0.04587371
212,4.523603015,0.725972221,0.2866356,0.08246999
213,16.75257818,0.715803197,0.1852996,0.05691149
214,6.969324151,2.256509074,0.2879839,0.08697675
215,16.45141367,1.166222138,0.1584392,0.1933329
216,7.314679875,1.117085831,0.2550695,0.04582927
217,14.84994111,9.272973342,0.2018918,0.07825444
218,24.01428155,1.090619577,0.170207,0.04530931
219,19.97728473,1.582434738,0.2778347,0.07343095
220,5.725433903,1.291055336,0.3178798,0.05210336
221,46.34717949,1.318472515,0.2224342,0.160232
222,4.718841083,2.280971802,0.2567584,0.06434029
223,24.193177,2.406135975,0.2601668,0.04468569
224,9.431144527,0.64188599,0.1698895,0.04249438
225,11.84916975,1.26150169,0.2317436,0.04180467
226,4.140510209,0.431521931,0.1490461,0.03320792
227,16.63617789,2.785490331,0.2285405,0.02552734
228,1.791228753,0.739013029,0.2752709,0.04206601
229,1.848343694,0.399645213,0.09064598,0.04803821
230,19.69969764,1.220579886,0.1318388,0.04568704
231,6.768124896,1.9529699,0.1002708,0.02034626
232,18.89870249,0.669998955,0.150716,0.05214332
233,2.222074616,1.500863637,0.4409139,0.0326594
234,2.900798438,1.678718965,0.1722583,0.02589038
235,13.829769,0.214878934,0.07296614,0.1738637
236,17.59881103,0.10723019,0.1110208,0.5902873
237,3.983117705,0.530537167,0.05069712,0.1127676
238,11.69329739,24.58765596,0.1900268,0.04589536
239,15.67954298,5.001772934,0.3183158,0.03102132
240,14.14755159,2.142895504,0.2209493,0.145885
241,5.880161688,1.660783008,0.2486995,0.3081848
242,13.51088345,0.255531861,0.1084117,0.03058018
243,39.22956172,1.073223869,0.1086824,0.1814756
244,6.023330331,0.422777828,0.1215483,0.04974763
245,6.370699285,0.337031983,0.1022855,0.04420121
246,12.69726678,0.364006741,0.2192431,0.03779735
247,10.31344659,0.401630978,0.2172661,0.09112907
248,2.013229734,0.162816369,0.3089096,0.5293679
249,11.15000734,37.84474926,0.1102494,0.03902734
250,6.415502173,0.790947749,0.1245298,0.03391308
251,23.19099623,1.431856628,0.310538,0.4440165
252,22.04028963,0.653986941,0.2425188,0.4704859
253,8.091249331,1.588528951,0.2774514,0.117729
254,4.515592646,0.467961371,0.3183311,0.1365537
255,11.7044874,1.120119158,0.3274682,0.05748025
256,3.801401533,0.971466683,0.3732492,0.1056712
257,7.262062329,4.719519398,0.3993809,0.1286749
258,3.159338689,0.842171888,0.2308672,0.1034504
259,6.648493043,3.085301246,0.3269292,0.07377083
260,6.0686186,2.323066607,0.1947048,0.04491289
261,4.18894956,1.507743429,0.2601453,0.08295547
262,0.863942206,0.535382015,0.32034,0.05112868
263,7.519941081,1.892365416,0.2961897,0.09842324
264,6.487199104,1.016579686,0.228371,0.06516657
265,3.797037379,1.611750092,0.2166471,0.04408966
266,11.68485085,3.937958694,0.2075803,0.04494718
267,8.395046738,0.972006978,0.2649392,0.06564206
268,19.06614613,0.317643872,0.1327888,0.07933064
269,15.51055889,0.9121068,0.146051,0.04024491
270,9.440760553,1.092119351,0.2130644,0.04968688
271,22.38228692,0.600386316,0.2191862,0.1205144
272,27.65760298,2.58691845,0.3320401,0.03809131
273,3.388309532,3.957285308,0.3870932,0.08793108
274,10.74375901,0.350088804,0.2420237,0.069375
275,8.550505613,1.512707116,0.3122592,0.04707054
276,13.34126984,1.35377007,0.1762672,0.04190097
277,11.79985706,0.282395554,0.1119867,0.2382934
278,5.593769795,4.915425178,0.131728,0.03036609
279,8.465528409,0.750786359,0.2427623,0.07863012
280,10.75139703,1.669338773,0.2787249,0.2287754
281,21.46918898,0.35516425,0.3103855,0.239501
282,16.2450562,1.174990555,0.2910572,0.1515476
283,27.69057974,0.65185443,0.1344118,0.06975094
284,7.539126141,2.671206387,0.1683634,0.03176689
285,10.20888629,2.104286516,0.2773808,0.051605
286,17.46408732,0.434217775,0.09693655,0.1596227
287,2.086929025,1.264214904,0.2421367,0.05558261
288,11.21247407,2.545573493,0.2786281,0.05480552
289,5.154702452,4.599412824,0.187619,0.02829449
290,11.89291111,0.802294306,0.3167457,0.2315048
291,10.76373871,0.608112403,0.3963005,0.04413401
292,4.823114621,2.680277224,0.3303284,0.09942615
293,0.474390988,1.336754399,0.3372628,0.1004781
294,20.91989038,0.786252959,0.1122703,0.06256084
295,4.753515135,0.738998736,0.1045367,0.04824186
296,4.020775753,0.941031178,0.2160793,0.03310953
297,1.006568057,14.21809228,0.1702272,0.03578638
298,15.50771344,2.499067384,0.1448571,0.0324784
299,15.91899276,0.60292895,0.1923595,0.03264035
300,1.675981099,1.427659271,0.1845714,0.03241833
301,18.17125295,0.285964594,0.1246754,0.03456913
302,11.39707505,0.507007463,0.1827998,0.06238476
303,18.0912818,0.748374329,0.07711317,0.05032883
304,18.64024817,1.455353012,0.1738998,0.09360328
305,9.571374717,0.365064623,0.1285099,0.1575284
306,14.15100236,0.804389871,0.1542462,0.04320635
307,10.914503,1.800028452,0.2842696,0.05185485
308,8.304462469,0.252564679,0.1905732,0.03775871
309,12.57128174,0.664798788,0.1157281,0.04795316
310,4.192187308,0.061406973,0.1178768,0.6394003
311,17.27472875,0.552557104,0.1243736,0.06251503
312,1.10526229,1.78144967,0.3237711,0.03822528
